text,label
ইদানীং অদ্ভুত সব চিন্তা ভাবনা আমার মনের সমুদ্রে হাবুডুবু খাচ্ছে! :(,0
কাইল কাম আছে মেলা। ঃ//,0
গত তিন সপ্তাহ ধরে কেন যেন কিছুই ভাল লাগছে না...না ঘর না বাহির..কিছুই না...নিজের পৃথিবী নিজের কাছে আজ বড় অচেনা!!!পৃথিবীর সব দুখ আজ আমার...,0
আজ কত্ত বছর হয়ে গেল... কুরবানি ঈদ এর দিনে সবার সাথে বসে মাংস কাটি না :((,0
গরম পানি পড়ে পেট এর দফারফা হয়ে গেলো :( এ ডরেই কাম থেইক্কা লুকায়া বাঁচবার চাই কিন্তু তা ও হয়ে উঠেনা :/,0
এইগুলার মানে কি :O কোন দুঃখে যে ফোনবুকের সব গুলারে ইনভাইট দিসিলাম :( http://fb.me/2wgTVFaEQ ,0
আমায় কেও দাওয়াত দিলো না...? :(,0
এইবার মোবাইলে ম্যাসেজ আসে না :( :( কারণ নিউ সিম..... আছি বড়ই বিরক্তিকর পরিবেশে.... প্রতিদিনই মাথা ব্যথা। আজব...,0
হে খোদা আমার খোদা কোথায় আছো লুকিয়ে তুমি খোদা।:(,0
মোবাইলে টাকা নাইক্কা কাউকে এসএমএস আর কল দিতে পারলামনা বলে দুঃখিত! :(,0
বাঁইচা থাইকা আর করমুই বা কি! :( এরম এক্সপার্ট তো জেবনেও হইতারমুনা :( তারচেয়ে গলায় লুঙ্গি পেচায়া মইরা যাই :|,0
বৃষ্টিতে ৫ঘন্টা ভিজে মাথা তো ব্যাথায় ফাটতেসে :(,0
"যতই হাসি, যতই কাঁদি, সবই অর্থহীন :( :( :(",0
"একজনের জন্মদিন,,,wish করতে মন চায় :( কিন্তু করা ঠিক হবে না :|",0
একজনের রাগ আরেকজনের উপর ঝাড়লাম...কাজটা একদমই ঠিক হয় নাই :/ Im sorry :(,0
সবাই ঈদ মোবারক স্টাটাস দেয়া নিয়ে ব্যাস্ত । কেউ কেউ তাদের গরুর ছাগলের ছবি আপলোডাইতেছে :( আমি কি করমু বুঝতেছিনা।...,0
তুমি আমায় করেছ অপমান.আমি জানায় তুমাকে ফিরে আসার আহবান. সপ্নহীন হয়ে আমি বাচতে চাই না.১বার বলনা:-(:-(:-(:-(:-(:-(,0
"আচ্ছা, আমি মেয়েদের বিশ্বাস করতে পারি না কেনো? ? plz help me... :(",0
বয়স যত বাড়তেছে আনন্দ তত কমতেছে ...... :-(,0
আমাদের বাবা মা এর সাথে যেন এমন না হই............:( http://fb.me/Rgh4GENO ,0
শরীরটা অনেক ব্যাথা :( বৃষ্টির মধ্যে পাকা উঠানে টেনিস বলে ফুটবল খেলতে গিয়ে সেকি উসঠা খাইলাম রে... ওই Shamrat...,0
গরধব টা ঠিক করে কিচ্ছু বলে ও যায় নাই... এখন পড়াতে মন বসবে কিনা কে জানে :((,0
মনে হচ্ছে এবারের ইদের আনন্দ বৃষ্টির জলে ভেসে যাবে :-(,0
ফটকা পটকা ফুটাইতে পারতেছি না :'( শুধু চেয়ে চেয়ে দেখি :( আব্বু না থাকলে যা হয় আর কি :'( আবার কবে যে আব্বু'র সাথে ঈদ করবো :/ ডোন্ট নোও!!!,0
বিজ্ঞাপনের চাপে TV তে যে কি দেখছিলাম ভুলেই গেলাম। :(,0
বের হতে নিলাম আর বৃষ্টি শুরু! :(,0
একটু মন খারাপ.... :( পুজো শেষ তাই,0
কোন খেয়ালেই নাই কালকে যে ঈদ :(,0
অন্তত্য পক্ষে এই কথা গুলো আশা করি নাই আমি :(,0
পিচ্চি পিচ্চি পোলাপাইন মাঝে মাঝে এত #confused করে দেয় কেন? ??? o_O #feeling_দিন_পালটায়_গ্যাছে,0
মন কতটা খারাপ থাকলে কান্না আসি আসি করেও দূরে পালায়? কতটা? Feeling Cry,0
সে যে সত৽ই চলে গেছে তা অনুভব করছি ... Feeling alone,0
এক নোটিফিকেশন চৌদ্দ বার আসে নাকি পোলাপান এক ছবি চৌদ্দ বার আপলোড দেয় বুঝি না feeling #হতভম্ব,0
Just feeling অসহ্য,0
Feeling #Upset শুভ বিজয়া দশমী ।। @subhashreesotwe http://fb.me/17KQIiYYj ,0
পাতোর মিস. . . . :-( [ J.A ],0
বিদায় :(,0
তারপর আমার অনাকাঙ্খিত প্রস্থান! :(,0
আজকেই জর উঠতে বলছিলো?? >:(,0
গালি না খাইলে তামিম খেলতে পারে না! :@,0
আমার মাত্রাতিরিক্ত বিরক্ত লাগতেসে। ৪৫ ওভারে ২৫৬ রান করার টার্গেট। একটু পিটায় খেললে কি হয়? জিতার জন্য খেলুক। উইকেট বেশি পরলে ড্র ভাববো :/,0
কেন আমি পেটে কথা জমায় রাখতে পারি না?? :( কেন? কেন? কেন? বিশ্বাস করে সব কিছু বলে দেই! কেন? কেন? কেন?,0
ফেসবুক ও আমার সাথে ছুদুর-বুদুর শুরু কইরা দিলো . . . :( . . . তিন মিনিটে একটা লাইক দিতে পারতেছি ? ! এইটা কিসসু হইলো ! ! !,0
"আমি পারি না রে ভাই, হাজার মানুষের মত গা ভাসায় দিতে সবকিছুতে । >:( >_<",0
"@RainnyMemories: অনেক দেখলাম, বুঝলাম এই পৃথিবীতে আমাকে বোঝার মতো কেউ নেই। আফসোস :(you don't know youself.",0
"ছোট্ট একটি মিথ্যা বলে কাউকে হারানোটা খুব সহজ...! কিন্তূ,, তাকে হাজারটা সত্য বলেও ফিরে পাওয়াটা অনেক কঠিন...!! :( ¤~ma:sh~¤",0
"@Chhanda_ আপু,আমাকে ভুলে গেছ,না? :(",0
সারারাত প্রচন্ড চেষ্টার পরেও এতটুকু ঘুম এলোনা। :-(,0
কি যুগে এসে পরলাম নারীর পোশাক আশাক ও যৌনতা খেলা করে....!!! Feeling হতাশ !!!,0
অস্বস্থি লাগার একটা সীমা থাকে... সীমা অতিক্রম হয়ে গেছে... :( মাথা উলোট পালট হয়ে গেছে... need rest with refresh mind,0
"সাদা কাপড় পরলে কি ভাই মনটা হয়রে সাদা, অন্তরেতে থাকে যদি ভন্ডামির কাদা :(",0
